;item_sanitizado;contagem_itens;orgaos_unicos_mp;orgaos_unicos_geral;categoria_cnj;categoria_mp;flag;PL;status
2908;gratificacao presidente devolucao de valores;1;0;1;NA;NA;0;;
2909;gratificacao segundo vice presidente;1;0;1;NA;NA;0;;
2910;gratificacao segundo vice presidente gratificacao vice presidente devolucao de valores;1;0;1;NA;NA;0;;
2911;gratificacao segundo vicepresidente gratificacao vicepresidente gratificacao presidente;1;0;1;NA;NA;0;;
2912;gratificacao vice presidente devolucao de valores;1;0;1;NA;NA;0;;
2913;gratificacao vicepresidente gratificacao presidente devolucao de valores;1;0;1;NA;NA;0;;
2914;gratjuiz assistente rescnj 722009 e indenizacao lic compensatoria restj 112023;1;0;1;NA;NA;0;;
2915;gratjuiz assistente rescnj 722009 e outro;1;0;1;NA;NA;0;;
2916;imposto de renda decorrente de acerto financeiro por ocasiao de sua aposentadoria;1;0;1;NA;NA;0;;
2917;imposto de renda decorrente de isencao retroativo a julho19;1;0;1;NA;NA;0;;
2918;imposto de renda retido na fonte e indenizacao lic compensatoria res tj 112023;1;0;1;NA;NA;0;;
2919;inativo dec jud ntj vpni quintos dcimos;1;0;1;NA;NA;0;;
2920;ind pla restjoe122015antpecunia licenca vigente;1;0;1;NA;NA;0;;
2921;inden plan restjoe122015pecunia licenca vigente;1;0;1;NA;NA;0;;
2922;indeniz lic plantao jud exerc atual;1;0;1;NA;NA;0;;
2923;indeniz serv de comun movel magistrados trt15 indenizacao combustivel magistrado;1;0;1;NA;NA;0;;
2924;indeniz serv de comun movel magistrados trt15 indenizacao combustivel magistrado indenizacao licenca compensatoria indenizacao passagem magistrado indenizacao pedagio magistrado;1;0;1;NA;NA;0;;
2925;indeniz serv de comun movel magistrados trt15 indenizacao combustivel magistrado indenizacao licenca compensatoria magistrado indenizacao passagem magistrado indenizacao pedagio magistrado;1;0;1;NA;NA;0;;
2926;indeniz serv de comun movel magistrados trt15 indenizacao combustivel magistrado indenizacao pedagio magistrado;1;0;1;NA;NA;0;;
2927;indenizacao;1;0;1;NA;NA;0;;
2928;indenizacao acumulo de jurisdicao;1;0;1;NA;NA;0;;
2929;indenizacao ao juiz auxiliar da presidencia deste tribunaldecorrentes das atividades de suporte a presidencia e a corregedoriaref fevereiro2024confautorizado pela diretoriageral id 0705100 res tremt 27882023 obs1valores apresentados no id 0708829 obs2dados bancarios id 0705109 cpf id 0705113 obs3 deduzido r 20124 por dia de afastamento afastado no dia 01022024 conforme id 0708829 sei pagto sei 0160520240;1;0;1;NA;NA;0;;
2930;indenizacao ao juiz auxiliar da presidencia deste tribunaldecorrentes das atividades de suporte a presidencia eref marco2024confautorizado pela diretoriageral id 0724161 res tremt 27882023 obs1valores apresentados no id 0708826 obs2dados bancarios id 0719737 cpf id 0719783 obs3 sei pagto sei 0266820247;1;0;1;NA;NA;0;;
2931;indenizacao ao juiz auxiliar da presidencia deste tribunaldecorrentes das atividades de suporte a presidencia ref maio2024confautorizado pela diretoriageral id 0755893 res tremt 27882023 obs1valores apresentados no id 0755498descontado 05 dias de afastamento obs2dados bancarios id 0752040 cpf id 0752041 obs3 sei pagto sei 0535320248;1;0;1;NA;NA;0;;
2932;indenizacao ao juiz auxiliar da presidencia deste tribunaldecorrentes das atividades de suporte a presidenciaref a 01 a 19122023confautorizado pela diretoriageral id 0677537 res tremt 27882023 obs1valores apresentados no id 0677196 obs2dados bancarios id 0674770 cpf id 0674771 obs3 sei pagto sei 1028720235;1;0;1;NA;NA;0;;
2933;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria deste tribunaldecorrentes das atividades de suporte a presidencia e a corregedoriaref a 08 a 31012024confautorizado pela diretoriageral id 0695026 res tremt 27882023 obs1valores apresentados no id 0694856 e 0694857 obs2dados bancarios id 0693771 cpf id 0693776 obs3 sei pagto sei 0071020241;1;0;1;NA;NA;0;;
2934;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria deste tribunaldecorrentes das atividades de suporte a presidencia e a corregedoriaref abril2024confautorizado pela diretoriageral id 0742065 res tremt 27882023 obs1valores apresentados no id 0741618 e 0741620 obs2dados bancarios id 0737557 cpf id 0737560 obs3 sei pagto sei 0413520242;1;0;1;NA;NA;0;;
2935;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria deste tribunaldecorrentes das atividades de suporte a presidencia e a corregedoriaref julho2024confautorizado pela diretoriageral id 0790376 res tremt 27882023 obs1valores apresentados no id 0789936 obs2dados bancarios id 0787900 cpf id 0787904 obs3 sei pagto sei 0795720246;1;0;1;NA;NA;0;;
2936;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria deste tribunaldecorrentes das atividades de suporte a presidencia e a corregedoriaref junho2024confautorizado pela diretoriageral id 0775933 res tremt 27882023 obs1valores apresentados no id 0775707 e 0775708 obs2dados bancarios id 0768007 cpf id 0768009 obs3 sei pagto sei 0660320240;1;0;1;NA;NA;0;;
2937;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria do tremt decorrentes das atividades de suporte a presidencia e a corregedoriasei 0746220235;1;0;1;NA;NA;0;;
2938;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria do tremt decorrentes das atividades de suporte a presidencia e a corregedoriasei 0834320231;1;0;1;NA;NA;0;;
2939;indenizacao ao juiz auxiliar da presidencia e do juiz auxiliar da corregedoria do tremt decorrentes das atividades de suporte a presidencia e a corregedoriasei 0919820239;1;0;1;NA;NA;0;;
2940;indenizacao de combustivel indenizacao de pedagio;1;0;1;NA;NA;0;;
2941;indenizacao de combustivel magistrados indenizacao de pedagio magistrados;1;0;1;NA;NA;0;;
2942;indenizacao de licenca premio licenca compensatoria gratificacao de gabinete;1;0;1;NA;NA;0;;
2943;indenizacao de licencapremio;1;0;1;NA;NA;0;;
2944;indenizacao de passagem magistrados;1;0;1;NA;NA;0;;
2945;indenizacao de transporte mudanca magistrado;1;0;1;NA;NA;0;;
2946;indenizacao ferias;1;0;1;NA;NA;0;;
2947;indenizacao lei 200332018 mag ativos;1;0;1;NA;NA;0;;
2948;indenizacao licenca compensatoria magistrado restituicao combustivel magistrado;1;0;1;NA;NA;0;;
2949;indenizacao passagem magistrado indenizacao servico de comunic movel magistrado;1;0;1;NA;NA;0;;
2950;indenizacao pecuniaria;1;0;1;NA;NA;0;;
2951;indenizacao plantao judiciario magistrado;1;0;1;NA;NA;0;;
2952;indenizacao relativo concessao de diarias do juiz auxiliar da presidencia e do juiz auxiliar da corregedoriasei 0646620231;1;0;1;NA;NA;0;;
2953;indenizacao taxa condominial magistrado;1;0;1;NA;NA;0;;
2954;indenizacaotransp mobiliabagagem;1;0;1;NA;NA;0;;
2955;ir ir sobre ferias;1;0;1;NA;NA;0;;
2956;ir rra manual ir rra manual ir rra manual ir rra manual ir rra manual ir rra manual ir rra manual;1;0;1;NA;NA;0;;
2957;ir sobre 13 salario preves normal mensal segurado;1;0;1;NA;NA;0;;
2958;irrfiper ressarcimento;1;0;1;NA;NA;0;;
2959;jetons 092022;1;0;1;NA;NA;0;;
2960;juros corr monet;1;0;1;NA;NA;0;;
2961;juros correcao monetaria;1;0;1;NA;NA;0;;
2962;juros de mora abono pec ferias e outro;1;0;1;NA;NA;0;;
2963;juros de mora ativo s incidencias;1;0;1;NA;NA;0;;
2964;juros e correcoes monetarias nao tributaveis magistratura;1;0;1;NA;NA;0;;
2965;juros mora prov inat provis;1;0;1;NA;NA;0;;
2966;juros plantao judiciario pecunia gratificacao de docencia;1;0;1;NA;NA;0;;
2967;licenca premio lei estadual 87642024;1;0;1;NA;NA;0;;
2968;licenca premio lei estadual 87642026;1;0;1;NA;NA;0;;
2969;licenca premio lei estadual 87642027;1;0;1;NA;NA;0;;
2970;licenca premio lei estadual 87642028;1;0;1;NA;NA;0;;
2971;licenca premio lei estadual 87642029;1;0;1;NA;NA;0;;
2972;licenca premio lei estadual 87642030;1;0;1;NA;NA;0;;
2973;licenca premio lei estadual 87642031;1;0;1;NA;NA;0;;
2974;licenca premio lei estadual 87642032;1;0;1;NA;NA;0;;
2975;licenca premio lei estadual 87642033;1;0;1;NA;NA;0;;
2976;licenca premio lei estadual 87642035;1;0;1;NA;NA;0;;
2977;licenca premio lei estadual 87642036;1;0;1;NA;NA;0;;
2978;licenca premio lei estadual 87642037;1;0;1;NA;NA;0;;
2979;licenca premio lei estadual 87642038;1;0;1;NA;NA;0;;
2980;licenca premio lei estadual 87642039;1;0;1;NA;NA;0;;
2981;licenca premio lei estadual 87642040;1;0;1;NA;NA;0;;
2982;licenca premio lei estadual 87642041;1;0;1;NA;NA;0;;
2983;licenca premio lei estadual 87642043;1;0;1;NA;NA;0;;
2984;licenca premio lei estadual 87642044;1;0;1;NA;NA;0;;
2985;licenca premio lei estadual 87642046;1;0;1;NA;NA;0;;
2986;licenca premio lei estadual 87642047;1;0;1;NA;NA;0;;
2987;licenca premio lei estadual 87642048;1;0;1;NA;NA;0;;
2988;licenca premio lei estadual 87642052;1;0;1;NA;NA;0;;
2989;licenca premio lei estadual 87642053;1;0;1;NA;NA;0;;
2990;licenca premio lei estadual 87642055;1;0;1;NA;NA;0;;
2991;licenca premio lei estadual 87642056;1;0;1;NA;NA;0;;
2992;licenca premio lei estadual 87642057;1;0;1;NA;NA;0;;
2993;licenca premio lei estadual 87642058;1;0;1;NA;NA;0;;
2994;licenca premio lei estadual 87642059;1;0;1;NA;NA;0;;
2995;licenca premio lei estadual 87642060;1;0;1;NA;NA;0;;
2996;licenca premio lei estadual 87642061;1;0;1;NA;NA;0;;
2997;licenca premio lei estadual 87642063;1;0;1;NA;NA;0;;
2998;licenca premio lei estadual 87642064;1;0;1;NA;NA;0;;
2999;licenca premio lei estadual 87642065;1;0;1;NA;NA;0;;
3000;licenca premio lei estadual 87642069;1;0;1;NA;NA;0;;
3001;licenca premio lei estadual 87642070;1;0;1;NA;NA;0;;
3002;licenca premio lei estadual 87642073;1;0;1;NA;NA;0;;
3003;licenca premio lei estadual 87642074;1;0;1;NA;NA;0;;
3004;licenca premio lei estadual 87642075;1;0;1;NA;NA;0;;
3005;licenca premio lei estadual 87642076;1;0;1;NA;NA;0;;
3006;licenca premio lei estadual 87642079;1;0;1;NA;NA;0;;
3007;licenca premio lei estadual 87642081;1;0;1;NA;NA;0;;
3008;licenca premio lei estadual 87642082;1;0;1;NA;NA;0;;
3009;licenca premio lei estadual 87642083;1;0;1;NA;NA;0;;
3010;licenca premio lei estadual 87642084;1;0;1;NA;NA;0;;
3011;licenca premio lei estadual 87642087;1;0;1;NA;NA;0;;
3012;licenca premio lei estadual 87642088;1;0;1;NA;NA;0;;
3013;licenca premio lei estadual 87642091;1;0;1;NA;NA;0;;
3014;licenca premio lei estadual 87642093;1;0;1;NA;NA;0;;
3015;licenca premio lei estadual 87642094;1;0;1;NA;NA;0;;
3016;licenca premio lei estadual 87642095;1;0;1;NA;NA;0;;
3017;licenca premio lei estadual 87642099;1;0;1;NA;NA;0;;
3018;licenca premio lei estadual 87642100;1;0;1;NA;NA;0;;
3019;licenca premio lei estadual 87642104;1;0;1;NA;NA;0;;
3020;licenca premio lei estadual 87642105;1;0;1;NA;NA;0;;
3021;licenca premio lei estadual 87642106;1;0;1;NA;NA;0;;
3022;licenca premio lei estadual 87642108;1;0;1;NA;NA;0;;
3023;licenca premio lei estadual 87642109;1;0;1;NA;NA;0;;
3024;licenca premio lei estadual 87642111;1;0;1;NA;NA;0;;
3025;licenca premio lei estadual 87642112;1;0;1;NA;NA;0;;
3026;licenca premio lei estadual 87642113;1;0;1;NA;NA;0;;
3027;licenca premio lei estadual 87642114;1;0;1;NA;NA;0;;
3028;licenca premio lei estadual 87642115;1;0;1;NA;NA;0;;
3029;licenca premio lei estadual 87642116;1;0;1;NA;NA;0;;
3030;licenca premio lei estadual 87642117;1;0;1;NA;NA;0;;
3031;licenca premio lei estadual 87642118;1;0;1;NA;NA;0;;
3032;licenca premio lei estadual 87642119;1;0;1;NA;NA;0;;
3033;licenca premio lei estadual 87642121;1;0;1;NA;NA;0;;
3034;licenca premio lei estadual 87642122;1;0;1;NA;NA;0;;
3035;licenca premio lei estadual 87642123;1;0;1;NA;NA;0;;
3036;licenca premio lei estadual 87642124;1;0;1;NA;NA;0;;
3037;licenca premio lei estadual 87642127;1;0;1;NA;NA;0;;
3038;licenca premio lei estadual 87642128;1;0;1;NA;NA;0;;
3039;licenca premio lei estadual 87642129;1;0;1;NA;NA;0;;
3040;licenca premio lei estadual 87642130;1;0;1;NA;NA;0;;
3041;licenca premio lei estadual 87642132;1;0;1;NA;NA;0;;
3042;licenca premio lei estadual 87642133;1;0;1;NA;NA;0;;
3043;licenca premio lei estadual 87642134;1;0;1;NA;NA;0;;
3044;licenca premio lei estadual 87642135;1;0;1;NA;NA;0;;
3045;licenca premio lei estadual 87642137;1;0;1;NA;NA;0;;
3046;licenca premio lei estadual 87642138;1;0;1;NA;NA;0;;
3047;licenca premio lei estadual 87642139;1;0;1;NA;NA;0;;
3048;licenca premio lei estadual 87642144;1;0;1;NA;NA;0;;
3049;licenca premio lei estadual 87642147;1;0;1;NA;NA;0;;
3050;licenca premio lei estadual 87642148;1;0;1;NA;NA;0;;
3051;licenca premio lei estadual 87642150;1;0;1;NA;NA;0;;
3052;licenca premio lei estadual 87642151;1;0;1;NA;NA;0;;
3053;licenca premio lei estadual 87642152;1;0;1;NA;NA;0;;
3054;licenca premio lei estadual 87642153;1;0;1;NA;NA;0;;
3055;licenca premio lei estadual 87642154;1;0;1;NA;NA;0;;
3056;licenca premio lei estadual 87642155;1;0;1;NA;NA;0;;
3057;licenca premio lei estadual 87642157;1;0;1;NA;NA;0;;
3058;licenca premio lei estadual 87642158;1;0;1;NA;NA;0;;
3059;licenca premio lei estadual 87642159;1;0;1;NA;NA;0;;
3060;licenca premio lei estadual 87642160;1;0;1;NA;NA;0;;
3061;licenca premio lei estadual 87642161;1;0;1;NA;NA;0;;
3062;licenca premio lei estadual 87642162;1;0;1;NA;NA;0;;
3063;licenca premio lei estadual 87642163;1;0;1;NA;NA;0;;
3064;licenca premio lei estadual 87642164;1;0;1;NA;NA;0;;
3065;licenca premio lei estadual 87642165;1;0;1;NA;NA;0;;
3066;licenca premio lei estadual 87642166;1;0;1;NA;NA;0;;
3067;licenca premio lei estadual 87642167;1;0;1;NA;NA;0;;
3068;licenca premio lei estadual 87642168;1;0;1;NA;NA;0;;
3069;licenca premio lei estadual 87642170;1;0;1;NA;NA;0;;
3070;licenca premio lei estadual 87642172;1;0;1;NA;NA;0;;
3071;licenca premio lei estadual 87642173;1;0;1;NA;NA;0;;
3072;licenca premio lei estadual 87642174;1;0;1;NA;NA;0;;
3073;licenca premio lei estadual 87642175;1;0;1;NA;NA;0;;
3074;licenca premio lei estadual 87642179;1;0;1;NA;NA;0;;
3075;licenca premio lei estadual 87642180;1;0;1;NA;NA;0;;
3076;licenca premio lei estadual 87642182;1;0;1;NA;NA;0;;
3077;licenca premio lei estadual 87642183;1;0;1;NA;NA;0;;
3078;licenca premio lei estadual 87642184;1;0;1;NA;NA;0;;
3079;licenca premio lei estadual 87642187;1;0;1;NA;NA;0;;
3080;licenca premio lei estadual 87642188;1;0;1;NA;NA;0;;
3081;licenca premio lei estadual 87642189;1;0;1;NA;NA;0;;
3082;licenca premio lei estadual 87642190;1;0;1;NA;NA;0;;
3083;licenca premio lei estadual 87642195;1;0;1;NA;NA;0;;
3084;licenca premio lei estadual 87642196;1;0;1;NA;NA;0;;
3085;licenca premio lei estadual 87642197;1;0;1;NA;NA;0;;
3086;licenca premio lei estadual 87642198;1;0;1;NA;NA;0;;
3087;licenca premio lei estadual 87642200;1;0;1;NA;NA;0;;
3088;licenca premio lei estadual 87642202;1;0;1;NA;NA;0;;
3089;licenca premio lei estadual 87642203;1;0;1;NA;NA;0;;
3090;licenca premio lei estadual 87642204;1;0;1;NA;NA;0;;
3091;licenca premio lei estadual 87642206;1;0;1;NA;NA;0;;
3092;licenca premio lei estadual 87642207;1;0;1;NA;NA;0;;
3093;licenca premio lei estadual 87642208;1;0;1;NA;NA;0;;
3094;licenca premio lei estadual 87642209;1;0;1;NA;NA;0;;
3095;licenca premio lei estadual 87642211;1;0;1;NA;NA;0;;
3096;licenca premio lei estadual 87642212;1;0;1;NA;NA;0;;
3097;licenca premio lei estadual 87642213;1;0;1;NA;NA;0;;
3098;licenca premio lei estadual 87642216;1;0;1;NA;NA;0;;
3099;licenca premio lei estadual 87642217;1;0;1;NA;NA;0;;
3100;licenca premio lei estadual 87642218;1;0;1;NA;NA;0;;
3101;licenca premio lei estadual 87642219;1;0;1;NA;NA;0;;
3102;licenca premio lei estadual 87642221;1;0;1;NA;NA;0;;
3103;licenca premio lei estadual 87642224;1;0;1;NA;NA;0;;
3104;licenca premio lei estadual 87642225;1;0;1;NA;NA;0;;
3105;licenca premio lei estadual 87642226;1;0;1;NA;NA;0;;
3106;licenca premio lei estadual 87642227;1;0;1;NA;NA;0;;
3107;licenca premio lei estadual 87642228;1;0;1;NA;NA;0;;
3108;licenca premio lei estadual 87642229;1;0;1;NA;NA;0;;
3109;licenca premio lei estadual 87642230;1;0;1;NA;NA;0;;
3110;licenca premio lei estadual 87642231;1;0;1;NA;NA;0;;
3111;licenca premio lei estadual 87642233;1;0;1;NA;NA;0;;
3112;licenca premio lei estadual 87642234;1;0;1;NA;NA;0;;
3113;licenca premio lei estadual 87642235;1;0;1;NA;NA;0;;
3114;licenca premio lei estadual 87642236;1;0;1;NA;NA;0;;
3115;licenca premio lei estadual 87642238;1;0;1;NA;NA;0;;
3116;licenca premio lei estadual 87642240;1;0;1;NA;NA;0;;
3117;licenca premio lei estadual 87642241;1;0;1;NA;NA;0;;
3118;licenca premio lei estadual 87642243;1;0;1;NA;NA;0;;
3119;licenca premio lei estadual 87642244;1;0;1;NA;NA;0;;
3120;licenca premio lei estadual 87642245;1;0;1;NA;NA;0;;
3121;licencca premio indenizada;1;0;1;NA;NA;0;;
3122;licpremio gratjuiz subst 2o grau;1;0;1;NA;NA;0;;
3123;licpremio vantpessnomidentcj02;1;0;1;NA;NA;0;;
3124;licpremio vantpessnomidentcj03;1;0;1;NA;NA;0;;
3125;licpremio vantpessnomidentfc04;1;0;1;NA;NA;0;;
3126;licpremio vantpessnomidentfc3;1;0;1;NA;NA;0;;
3127;lp indenizada;1;0;1;NA;NA;0;;
3128;parcela autonoma de equivalencia pae dif lei 656594;1;0;1;NA;NA;0;;
3129;parcela autonoma de equivalencia pae passivo dif entranciainstancia ressarcimento lei complementar 7552023;1;0;1;NA;NA;0;;
3130;pecunia licenca especial;1;0;1;NA;NA;0;;
3131;penhora trt 1 vara do trabalho de cuiaba;1;0;1;NA;NA;0;;
3132;pens alim ir;1;0;1;NA;NA;0;;
3133;pensao dif ded lim rem;1;0;1;NA;NA;0;;
3134;pensao dif ded lim rem emc 4103;1;0;1;NA;NA;0;;
3135;pensao indenizacao de ferias mag;1;0;1;NA;NA;0;;
3136;pensao vant art184 i lei 171152 e vant pessoal ats pa 259712022 pensao civil;1;0;1;NA;NA;0;;
3137;pia vencimento;1;0;1;NA;NA;0;;
3138;plano segsocial teto previdenciario;1;0;1;NA;NA;0;;
3139;plano segur social natalina;1;0;1;NA;NA;0;;
3140;plantao judiciario pecunia devolucao de valores gratificacao de direcao de forum;1;0;1;NA;NA;0;;
3141;plantao judiciario pecunia diferenca de entrancia;1;0;1;NA;NA;0;;
3142;plantao judiciario pecunia diferenca de entrancia gratificacao de direcao de forum;1;0;1;NA;NA;0;;
3143;plantao judiciario pecunia grat correg adjunto;1;0;1;NA;NA;0;;
3144;plantao judiciario pecunia grat corregedor;1;0;1;NA;NA;0;;
3145;plantao judiciario pecunia grat vicepresidente grat presidente;1;0;1;NA;NA;0;;
3146;plantao judiciario pecunia gratificacao de docencia;1;0;1;NA;NA;0;;
3147;prosaude beneficiario tipo 2 e titular parcelado;1;0;1;NA;NA;0;;
3148;prosaude cobertura exced;1;0;1;NA;NA;0;;
3149;prosaude reembolso e imposto de renda retido na fonte;1;0;1;NA;NA;0;;
3150;prosaude reembolso e indenizacao lic compensatoria restj 112023;1;0;1;NA;NA;0;;
3151;prosaude reembolso e outro;1;0;1;NA;NA;0;;
3152;prosaude reembolso exercicios anteriores e outro;1;0;1;NA;NA;0;;
3153;psss decorrente de acerto por ocasiao de aposentadoria mes set;1;0;1;NA;NA;0;;
3154;psss decorrente de desconto do teto em dobro retroativo a julho;1;0;1;NA;NA;0;;
3155;psss decorrente migracao para rgps mes de fevereiro;1;0;1;NA;NA;0;;
3156;ratificacao de docencia;1;0;1;NA;NA;0;;
3157;reem vacina;1;0;1;NA;NA;0;;
3158;reembolso de despesas medicas dev unimedcusteio dev unimed plano assist medica dev prosercontribuicao mensal dec jud ntj devolucao deducao por limite de remuneracaopensionista dec jud ntj devolucao deducao por limite de remuneracaopensionista agn;1;0;1;NA;NA;0;;
3159;reembolso de despesas medicas dev unimedcusteio dev unimed plano assist medica dev prosercontribuicao mensalreembolso de despesas medicas dev unimedcusteio dev unimed plano assist medica dev prosercontribuicao mensalreembolso de despesas medicas dev unimedcusteio dev unimed plano assist medica dev prosercontribuicao mensal;1;0;1;NA;NA;0;;
3160;reembolso de vacinas;1;0;1;NA;NA;0;;
3161;reembolso exames periodicos reembolso vacina;1;0;1;NA;NA;0;;
3162;reembolso farmaceutico;1;0;1;NA;NA;0;;
3163;reembolso pos graduacao e outros;1;0;1;NA;NA;0;;
3164;reembolsodespesacomvacina;1;1;1;NA;NA;0;;
